order_id,customer_id,order_status,order_ts,currency,order_total,sales_channel
750,291,PAID,2025-11-06T13:13:07+00:00,GBP,1480.48,store
751,77,DELIVERED,2025-08-08T13:13:07+00:00,GBP,3937.25,mobile
752,181,PLACED,2025-05-29T22:13:07+00:00,GBP,2800.5,store
753,139,SHIPPED,2026-02-17T23:13:07+00:00,GBP,5402.93,store
754,224,DELIVERED,2025-05-20T12:13:07+00:00,GBP,1500.2,web
755,155,SHIPPED,2025-11-27T20:13:07+00:00,GBP,4137.54,web
756,468,RETURNED,2025-07-20T22:13:07+00:00,GBP,3539.78,mobile
757,65,PLACED,2025-10-08T01:13:07+00:00,GBP,2979.68,mobile
758,443,DELIVERED,2026-04-01T19:13:07+00:00,GBP,5855.68,store
759,103,PLACED,2026-03-05T20:13:07+00:00,GBP,4319.09,web
760,431,DELIVERED,2025-07-27T14:13:07+00:00,GBP,4739.48,mobile
761,189,DELIVERED,2025-05-26T14:13:07+00:00,GBP,5095.83,mobile
762,493,DELIVERED,2026-02-20T08:13:07+00:00,GBP,2749.31,web
763,181,DELIVERED,2025-05-31T23:13:07+00:00,GBP,3114.16,store
764,475,DELIVERED,2025-08-16T01:13:07+00:00,GBP,2878.64,store
765,425,PLACED,2025-10-08T20:13:07+00:00,GBP,7017.58,mobile
766,473,DELIVERED,2026-03-31T21:13:07+00:00,GBP,532.02,mobile
767,311,CANCELLED,2025-06-13T22:13:07+00:00,GBP,2983.23,store
768,147,DELIVERED,2026-01-07T16:13:07+00:00,GBP,1739.98,mobile
769,397,DELIVERED,2025-10-06T04:13:07+00:00,GBP,979.42,store
770,491,DELIVERED,2025-06-08T06:13:07+00:00,GBP,2192.68,store
771,437,DELIVERED,2026-02-21T20:13:07+00:00,GBP,6929.59,mobile
772,200,PAID,2025-05-07T11:13:07+00:00,GBP,1261.77,store
773,478,SHIPPED,2025-06-24T06:13:07+00:00,GBP,1439.24,web
774,281,CANCELLED,2025-11-15T01:13:07+00:00,GBP,3184.56,store
775,464,DELIVERED,2025-06-24T00:13:07+00:00,GBP,228.84,store
776,379,DELIVERED,2025-06-23T20:13:07+00:00,GBP,5527.77,mobile
777,401,CANCELLED,2026-01-06T22:13:07+00:00,GBP,1412.41,store
778,441,DELIVERED,2025-10-20T01:13:07+00:00,GBP,364.72,mobile
779,393,PAID,2025-10-21T00:13:07+00:00,GBP,6266.66,mobile
780,383,PLACED,2025-08-01T04:13:07+00:00,GBP,110.5,web
781,40,DELIVERED,2026-04-03T18:13:07+00:00,GBP,4167.06,store
782,63,PAID,2025-05-31T20:13:07+00:00,GBP,3183.5,store
783,126,SHIPPED,2025-08-06T14:13:07+00:00,GBP,3863.33,store
784,284,DELIVERED,2026-01-15T19:13:07+00:00,GBP,2731.27,web
785,256,SHIPPED,2026-04-15T14:13:07+00:00,GBP,1584.82,web
786,195,DELIVERED,2026-01-28T01:13:07+00:00,GBP,968.16,store
787,391,CANCELLED,2025-11-05T22:13:07+00:00,GBP,1698.63,mobile
788,401,DELIVERED,2026-04-03T19:13:07+00:00,GBP,5448.68,web
789,395,SHIPPED,2025-07-29T13:13:07+00:00,GBP,3846.42,mobile
790,434,DELIVERED,2026-01-31T08:13:07+00:00,GBP,4895.29,store
791,283,DELIVERED,2025-11-23T20:13:07+00:00,GBP,1260.68,store
792,336,PAID,2026-04-07T15:13:07+00:00,GBP,1470.92,mobile
793,22,SHIPPED,2025-07-23T00:13:07+00:00,GBP,5303.11,web
794,167,DELIVERED,2025-07-14T11:13:07+00:00,GBP,5624.17,mobile
795,23,CANCELLED,2025-12-05T18:13:07+00:00,GBP,348.56,mobile
796,262,DELIVERED,2025-08-15T04:13:07+00:00,GBP,983.52,store
797,41,DELIVERED,2026-03-24T15:13:07+00:00,GBP,1406.25,store
798,151,SHIPPED,2025-12-29T12:13:07+00:00,GBP,4988.98,mobile
799,186,DELIVERED,2026-03-23T11:13:07+00:00,GBP,180.79,web
800,230,DELIVERED,2025-09-30T15:13:07+00:00,GBP,568.49,mobile
801,408,SHIPPED,2025-12-07T12:13:07+00:00,GBP,227.66,web
802,295,DELIVERED,2025-08-22T02:13:07+00:00,GBP,3049.91,mobile
803,392,CANCELLED,2025-07-23T00:13:07+00:00,GBP,9214.31,mobile
804,61,DELIVERED,2025-11-11T12:13:07+00:00,GBP,4150.32,web
805,371,PAID,2025-07-05T06:13:07+00:00,GBP,1364.71,store
806,233,DELIVERED,2025-10-20T12:13:07+00:00,GBP,3422.44,web
807,489,DELIVERED,2026-02-18T21:13:07+00:00,GBP,5743.48,web
808,148,DELIVERED,2025-12-21T03:13:07+00:00,GBP,2050.28,store
809,387,DELIVERED,2026-02-05T22:13:07+00:00,GBP,1090.44,mobile
810,427,SHIPPED,2026-04-19T11:13:07+00:00,GBP,7454.18,store
811,343,DELIVERED,2026-03-04T11:13:07+00:00,GBP,5536.87,store
812,339,CANCELLED,2025-06-16T21:13:07+00:00,GBP,7139.47,web
813,487,DELIVERED,2025-08-10T23:13:07+00:00,GBP,204.49,store
814,313,SHIPPED,2026-01-16T00:13:07+00:00,GBP,5158.08,web
815,449,DELIVERED,2025-12-04T01:13:07+00:00,GBP,4836.3,web
816,238,PAID,2025-11-20T01:13:07+00:00,GBP,7034.89,store
817,163,DELIVERED,2025-10-04T10:13:07+00:00,GBP,5256.62,mobile
818,114,DELIVERED,2025-07-13T17:13:07+00:00,GBP,8351.9,store
819,102,DELIVERED,2026-02-11T05:13:07+00:00,GBP,5572.72,mobile
820,406,SHIPPED,2025-08-27T21:13:07+00:00,GBP,1336.78,mobile
821,336,DELIVERED,2025-10-09T18:13:07+00:00,GBP,1264.97,store
822,302,DELIVERED,2025-10-14T16:13:07+00:00,GBP,2724.77,web
823,136,DELIVERED,2025-06-01T04:13:07+00:00,GBP,1376.79,web
824,255,DELIVERED,2025-10-13T11:13:07+00:00,GBP,2670.87,store
825,87,DELIVERED,2026-01-16T07:13:07+00:00,GBP,455.44,mobile
826,268,PAID,2025-07-16T15:13:07+00:00,GBP,6027.45,web
827,138,DELIVERED,2025-05-14T16:13:07+00:00,GBP,7395.05,mobile
828,359,PAID,2026-03-24T10:13:07+00:00,GBP,708.41,web
829,225,DELIVERED,2026-03-05T21:13:07+00:00,GBP,4313.3,store
830,139,DELIVERED,2025-08-08T12:13:07+00:00,GBP,1926.33,store
831,129,SHIPPED,2025-09-03T08:13:07+00:00,GBP,4860.32,web
832,241,SHIPPED,2026-03-29T22:13:07+00:00,GBP,108.0,web
833,320,SHIPPED,2025-09-05T03:13:07+00:00,GBP,2311.41,mobile
834,300,DELIVERED,2025-11-27T11:13:07+00:00,GBP,4390.97,web
835,65,DELIVERED,2025-08-08T04:13:07+00:00,GBP,2164.54,store
836,76,DELIVERED,2026-02-18T17:13:07+00:00,GBP,328.1,web
837,262,DELIVERED,2025-09-19T09:13:07+00:00,GBP,4879.9,mobile
838,182,SHIPPED,2025-11-24T06:13:07+00:00,GBP,1199.54,store
839,427,PAID,2025-12-11T00:13:07+00:00,GBP,5984.0,mobile
840,438,SHIPPED,2025-09-06T01:13:07+00:00,GBP,2142.83,store
841,159,CANCELLED,2025-11-15T19:13:07+00:00,GBP,2163.71,web
842,357,SHIPPED,2025-05-07T14:13:07+00:00,GBP,334.67,store
843,475,DELIVERED,2025-09-03T03:13:07+00:00,GBP,2575.19,store
844,91,DELIVERED,2026-02-24T20:13:07+00:00,GBP,354.42,store
845,32,DELIVERED,2025-11-23T19:13:07+00:00,GBP,1230.58,web
846,482,DELIVERED,2025-05-27T10:13:07+00:00,GBP,3375.3,store
847,383,SHIPPED,2026-05-01T13:13:07+00:00,GBP,2024.59,web
848,94,SHIPPED,2026-03-19T17:13:07+00:00,GBP,4728.4,web
849,195,SHIPPED,2025-05-06T13:13:07+00:00,GBP,1318.45,web
850,91,DELIVERED,2025-12-02T14:13:07+00:00,GBP,2277.99,store
851,352,CANCELLED,2026-02-04T21:13:07+00:00,GBP,4668.88,store
852,396,SHIPPED,2026-01-15T14:13:07+00:00,GBP,3108.68,mobile
853,191,DELIVERED,2025-07-18T10:13:07+00:00,GBP,278.88,mobile
854,446,DELIVERED,2026-04-28T17:13:07+00:00,GBP,2063.46,web
855,225,DELIVERED,2025-06-21T08:13:07+00:00,GBP,3319.94,mobile
856,397,DELIVERED,2025-12-16T04:13:07+00:00,GBP,1416.82,store
857,495,SHIPPED,2025-05-10T06:13:07+00:00,GBP,4047.18,web
858,236,PAID,2026-05-02T01:13:07+00:00,GBP,1738.69,web
859,224,SHIPPED,2026-03-16T23:13:07+00:00,GBP,8854.03,web
860,391,PAID,2026-03-14T10:13:07+00:00,GBP,2392.42,mobile
861,274,DELIVERED,2026-03-27T11:13:07+00:00,GBP,5038.26,mobile
862,97,SHIPPED,2026-04-10T16:13:07+00:00,GBP,1160.39,web
863,218,SHIPPED,2026-02-14T13:13:07+00:00,GBP,2026.98,mobile
864,66,DELIVERED,2025-07-12T06:13:07+00:00,GBP,3461.38,store
865,60,DELIVERED,2025-06-27T08:13:07+00:00,GBP,5456.52,store
866,41,SHIPPED,2026-02-15T22:13:07+00:00,GBP,7647.72,mobile
867,173,DELIVERED,2025-05-22T13:13:07+00:00,GBP,1635.66,mobile
868,183,DELIVERED,2025-10-01T22:13:07+00:00,GBP,4486.81,web
869,44,PAID,2025-08-02T19:13:07+00:00,GBP,3016.31,store
870,317,DELIVERED,2025-12-28T23:13:07+00:00,GBP,4408.77,mobile
871,12,SHIPPED,2026-01-27T23:13:07+00:00,GBP,6185.12,mobile
872,141,SHIPPED,2025-05-15T17:13:07+00:00,GBP,6926.79,web
873,116,SHIPPED,2026-04-23T00:13:07+00:00,GBP,1702.92,store
874,312,DELIVERED,2025-09-09T04:13:07+00:00,GBP,4481.66,store
875,358,DELIVERED,2026-02-04T01:13:07+00:00,GBP,5069.72,store
876,240,DELIVERED,2026-04-17T18:13:07+00:00,GBP,3349.0,web
877,385,DELIVERED,2025-12-08T05:13:07+00:00,GBP,1341.4,mobile
878,112,DELIVERED,2026-01-14T19:13:07+00:00,GBP,2116.77,web
879,215,SHIPPED,2025-06-30T14:13:07+00:00,GBP,1892.76,mobile
880,254,DELIVERED,2025-09-07T13:13:07+00:00,GBP,4563.34,store
881,335,DELIVERED,2025-09-30T09:13:07+00:00,GBP,5324.05,store
882,308,DELIVERED,2025-06-02T10:13:07+00:00,GBP,3452.66,mobile
883,480,SHIPPED,2025-05-03T16:13:07+00:00,GBP,3464.72,web
884,499,DELIVERED,2025-09-08T06:13:07+00:00,GBP,3424.03,mobile
885,37,DELIVERED,2025-10-01T14:13:07+00:00,GBP,4018.84,mobile
886,389,DELIVERED,2025-07-10T19:13:07+00:00,GBP,1517.14,store
887,356,DELIVERED,2026-03-26T08:13:07+00:00,GBP,4816.01,mobile
888,305,PAID,2026-04-14T18:13:07+00:00,GBP,3279.6,web
889,291,DELIVERED,2025-06-12T13:13:07+00:00,GBP,2346.24,web
890,15,SHIPPED,2026-01-14T04:13:07+00:00,GBP,5059.3,mobile
891,194,SHIPPED,2025-08-27T02:13:07+00:00,GBP,3232.04,store
892,405,SHIPPED,2026-03-02T02:13:07+00:00,GBP,3103.82,web
893,488,PAID,2025-11-15T06:13:07+00:00,GBP,2862.42,store
894,368,PLACED,2025-09-11T17:13:07+00:00,GBP,4231.26,store
895,245,DELIVERED,2025-09-07T19:13:07+00:00,GBP,775.35,mobile
896,60,DELIVERED,2025-09-18T20:13:07+00:00,GBP,981.4,mobile
897,154,DELIVERED,2025-07-15T22:13:07+00:00,GBP,220.99,store
898,100,DELIVERED,2025-07-05T02:13:07+00:00,GBP,638.43,mobile
899,488,SHIPPED,2025-06-06T13:13:07+00:00,GBP,7093.7,web
900,92,DELIVERED,2026-03-30T09:13:07+00:00,GBP,1238.89,store
901,276,DELIVERED,2026-01-29T16:13:07+00:00,GBP,1600.13,store
902,242,SHIPPED,2026-03-11T01:13:07+00:00,GBP,6684.16,store
903,404,SHIPPED,2025-09-30T23:13:07+00:00,GBP,1480.15,store
904,162,DELIVERED,2025-09-14T13:13:07+00:00,GBP,3208.62,mobile
905,10,SHIPPED,2025-05-07T16:13:07+00:00,GBP,6886.42,web
906,83,DELIVERED,2025-11-16T23:13:07+00:00,GBP,8158.94,mobile
907,225,DELIVERED,2025-12-08T19:13:07+00:00,GBP,7330.35,store
908,419,PLACED,2025-12-04T00:13:07+00:00,GBP,506.54,mobile
909,464,DELIVERED,2025-09-15T23:13:07+00:00,GBP,1335.86,web
910,347,SHIPPED,2025-05-07T14:13:07+00:00,GBP,4476.98,mobile
911,405,SHIPPED,2025-07-31T07:13:07+00:00,GBP,1288.76,web
912,409,DELIVERED,2025-08-13T20:13:07+00:00,GBP,5938.76,mobile
913,38,DELIVERED,2026-01-29T02:13:07+00:00,GBP,4939.69,mobile
914,78,DELIVERED,2025-12-21T15:13:07+00:00,GBP,3258.18,store
915,79,SHIPPED,2026-01-26T18:13:07+00:00,GBP,974.16,web
916,277,SHIPPED,2025-11-05T20:13:07+00:00,GBP,2450.86,mobile
917,14,PAID,2026-02-21T08:13:07+00:00,GBP,5943.01,mobile
918,303,RETURNED,2026-02-28T20:13:07+00:00,GBP,5692.71,store
919,185,DELIVERED,2025-08-31T14:13:07+00:00,GBP,2480.07,store
920,154,PAID,2026-01-05T00:13:07+00:00,GBP,7381.98,web
921,32,DELIVERED,2025-07-01T16:13:07+00:00,GBP,7056.3,mobile
922,321,DELIVERED,2025-10-23T14:13:07+00:00,GBP,1722.72,mobile
923,18,PLACED,2026-02-18T09:13:07+00:00,GBP,1638.95,mobile
924,213,PAID,2025-08-01T08:13:07+00:00,GBP,5737.64,mobile
925,384,PAID,2025-07-14T16:13:07+00:00,GBP,3624.92,store
926,338,DELIVERED,2025-11-29T12:13:07+00:00,GBP,2704.93,mobile
927,324,RETURNED,2026-04-08T16:13:07+00:00,GBP,101.21,web
928,83,PLACED,2025-10-11T12:13:07+00:00,GBP,3470.89,store
929,144,CANCELLED,2025-06-01T06:13:07+00:00,GBP,2603.07,store
930,135,DELIVERED,2026-03-31T11:13:07+00:00,GBP,1503.38,web
931,500,PAID,2025-09-10T19:13:07+00:00,GBP,3394.95,web
932,102,DELIVERED,2025-11-02T06:13:07+00:00,GBP,967.1,web
933,356,DELIVERED,2025-08-04T17:13:07+00:00,GBP,726.33,store
934,440,DELIVERED,2025-06-20T15:13:07+00:00,GBP,5285.68,web
935,129,DELIVERED,2025-05-05T05:13:07+00:00,GBP,2665.13,web
936,247,DELIVERED,2026-02-09T15:13:07+00:00,GBP,1163.16,mobile
937,37,PAID,2026-01-07T14:13:07+00:00,GBP,2960.47,mobile
938,269,DELIVERED,2026-03-11T02:13:07+00:00,GBP,2095.16,web
939,451,CANCELLED,2025-11-09T14:13:07+00:00,GBP,210.54,store
940,239,SHIPPED,2025-09-26T04:13:07+00:00,GBP,7999.29,web
941,327,DELIVERED,2026-03-10T14:13:07+00:00,GBP,5959.75,store
942,223,PAID,2025-05-27T14:13:07+00:00,GBP,6580.32,store
943,364,DELIVERED,2025-06-27T09:13:07+00:00,GBP,3028.24,mobile
944,51,DELIVERED,2025-12-04T09:13:07+00:00,GBP,7804.91,store
945,332,DELIVERED,2025-11-18T23:13:07+00:00,GBP,2449.46,mobile
946,52,DELIVERED,2026-03-17T02:13:07+00:00,GBP,5963.86,mobile
947,9,DELIVERED,2026-03-06T16:13:07+00:00,GBP,2630.93,mobile
948,75,DELIVERED,2025-11-09T05:13:07+00:00,GBP,483.64,store
949,498,RETURNED,2026-03-21T12:13:07+00:00,GBP,2315.46,web
950,226,PAID,2025-06-05T16:13:07+00:00,GBP,3899.97,store
951,291,SHIPPED,2026-01-24T09:13:07+00:00,GBP,4893.97,store
952,183,PAID,2026-03-24T00:13:07+00:00,GBP,2819.02,store
953,225,DELIVERED,2025-08-21T04:13:07+00:00,GBP,2231.92,mobile
954,445,PAID,2025-05-06T18:13:07+00:00,GBP,2253.2,store
955,392,SHIPPED,2026-02-23T10:13:07+00:00,GBP,4194.65,mobile
956,301,DELIVERED,2026-03-02T20:13:07+00:00,GBP,3675.05,web
957,49,DELIVERED,2025-10-08T04:13:07+00:00,GBP,9931.76,mobile
958,206,DELIVERED,2026-01-20T15:13:07+00:00,GBP,1944.3,mobile
959,197,DELIVERED,2025-11-27T22:13:07+00:00,GBP,4804.73,mobile
960,294,DELIVERED,2026-02-01T08:13:07+00:00,GBP,476.8,web
961,479,DELIVERED,2025-07-31T19:13:07+00:00,GBP,2690.29,mobile
962,99,RETURNED,2025-06-28T18:13:07+00:00,GBP,2189.64,web
963,188,RETURNED,2026-02-19T15:13:07+00:00,GBP,2173.87,store
964,165,DELIVERED,2025-08-06T04:13:07+00:00,GBP,4542.92,mobile
965,194,PLACED,2026-03-21T07:13:07+00:00,GBP,1181.16,mobile
966,157,DELIVERED,2025-08-21T13:13:07+00:00,GBP,3196.04,store
967,27,DELIVERED,2025-05-17T09:13:07+00:00,GBP,5747.89,web
968,293,PLACED,2025-06-09T03:13:07+00:00,GBP,2939.47,mobile
969,23,DELIVERED,2026-02-12T18:13:07+00:00,GBP,4228.71,web
970,419,DELIVERED,2025-08-26T14:13:07+00:00,GBP,11109.91,store
971,132,CANCELLED,2025-05-19T00:13:07+00:00,GBP,2432.93,mobile
972,103,RETURNED,2026-02-26T06:13:07+00:00,GBP,2582.68,mobile
973,316,DELIVERED,2025-10-25T08:13:07+00:00,GBP,4064.13,mobile
974,441,DELIVERED,2025-12-25T17:13:07+00:00,GBP,379.55,store
975,33,DELIVERED,2026-01-07T17:13:07+00:00,GBP,3205.83,web
976,74,PAID,2025-07-26T12:13:07+00:00,GBP,3644.73,web
977,289,DELIVERED,2026-04-03T10:13:07+00:00,GBP,194.15,store
978,38,DELIVERED,2026-04-22T02:13:07+00:00,GBP,3820.08,store
979,233,DELIVERED,2025-08-30T18:13:07+00:00,GBP,2812.64,store
980,11,PAID,2025-09-23T13:13:07+00:00,GBP,2484.93,mobile
981,238,SHIPPED,2025-10-28T12:13:07+00:00,GBP,4226.11,store
982,158,PAID,2026-01-13T10:13:07+00:00,GBP,2180.88,store
983,212,SHIPPED,2026-04-06T16:13:07+00:00,GBP,4922.87,mobile
984,295,DELIVERED,2026-01-21T18:13:07+00:00,GBP,1406.81,web
985,5,DELIVERED,2026-04-05T12:13:07+00:00,GBP,2522.43,mobile
986,299,SHIPPED,2025-09-16T07:13:07+00:00,GBP,2547.38,web
987,213,CANCELLED,2026-03-03T05:13:07+00:00,GBP,3001.36,mobile
988,243,SHIPPED,2025-10-20T07:13:07+00:00,GBP,2053.54,store
989,293,DELIVERED,2026-01-29T08:13:07+00:00,GBP,3098.78,web
990,479,RETURNED,2025-05-25T16:13:07+00:00,GBP,4349.66,mobile
991,436,DELIVERED,2025-12-24T16:13:07+00:00,GBP,7225.85,store
992,235,SHIPPED,2025-05-30T20:13:07+00:00,GBP,610.95,store
993,10,SHIPPED,2025-11-29T10:13:07+00:00,GBP,3872.89,store
994,176,DELIVERED,2026-02-24T11:13:07+00:00,GBP,5672.06,web
995,413,PAID,2026-03-09T15:13:07+00:00,GBP,1664.18,web
996,378,PAID,2025-11-09T03:13:07+00:00,GBP,3016.65,store
997,488,DELIVERED,2026-03-17T22:13:07+00:00,GBP,4458.25,web
998,260,SHIPPED,2026-04-29T20:13:07+00:00,GBP,1091.2,web
999,360,SHIPPED,2026-03-25T16:13:07+00:00,GBP,3245.09,mobile
1000,129,SHIPPED,2025-11-06T23:13:07+00:00,GBP,1003.44,web
1001,34,DELIVERED,2026-04-01T20:13:07+00:00,GBP,4372.38,mobile
1002,381,DELIVERED,2025-08-30T11:13:07+00:00,GBP,4817.41,mobile
1003,238,SHIPPED,2025-09-07T08:13:07+00:00,GBP,7125.89,store
1004,485,PAID,2026-01-28T16:13:07+00:00,GBP,4909.71,web
1005,250,DELIVERED,2025-06-25T23:13:07+00:00,GBP,6546.22,web
1006,266,DELIVERED,2025-08-22T16:13:07+00:00,GBP,452.88,store
1007,160,DELIVERED,2025-05-17T03:13:07+00:00,GBP,283.52,mobile
1008,175,DELIVERED,2025-10-23T00:13:07+00:00,GBP,2970.92,mobile
1009,353,DELIVERED,2026-01-03T12:13:07+00:00,GBP,2448.85,web
1010,251,DELIVERED,2025-07-18T07:13:07+00:00,GBP,1993.15,mobile
1011,237,SHIPPED,2025-06-27T23:13:07+00:00,GBP,2200.56,web
1012,115,SHIPPED,2025-06-12T22:13:07+00:00,GBP,1226.49,store
1013,32,DELIVERED,2026-01-23T06:13:07+00:00,GBP,410.76,mobile
1014,13,DELIVERED,2026-04-18T02:13:07+00:00,GBP,5462.76,mobile
1015,56,SHIPPED,2025-12-13T08:13:07+00:00,GBP,6647.91,web
1016,322,SHIPPED,2025-09-22T02:13:07+00:00,GBP,1527.3,store
1017,21,DELIVERED,2025-08-14T21:13:07+00:00,GBP,7040.37,web
1018,253,PAID,2025-10-09T05:13:07+00:00,GBP,5629.44,web
1019,29,DELIVERED,2025-06-06T01:13:07+00:00,GBP,478.38,web
1020,22,CANCELLED,2026-01-10T15:13:07+00:00,GBP,4226.8,store
1021,392,PLACED,2025-12-05T07:13:07+00:00,GBP,7566.81,web
1022,78,CANCELLED,2025-08-01T22:13:07+00:00,GBP,5415.77,mobile
1023,232,DELIVERED,2026-04-18T08:13:07+00:00,GBP,3567.18,mobile
1024,185,DELIVERED,2025-09-07T21:13:07+00:00,GBP,1265.28,web
1025,111,SHIPPED,2026-01-30T12:13:07+00:00,GBP,4966.4,web
1026,485,SHIPPED,2025-12-13T22:13:07+00:00,GBP,4509.64,mobile
1027,214,SHIPPED,2025-06-02T22:13:07+00:00,GBP,1109.37,mobile
1028,234,CANCELLED,2026-01-18T19:13:07+00:00,GBP,5589.97,web
1029,204,PLACED,2025-05-20T10:13:07+00:00,GBP,3926.77,mobile
1030,104,DELIVERED,2025-12-17T22:13:07+00:00,GBP,2622.46,store
1031,428,RETURNED,2025-09-22T05:13:07+00:00,GBP,1381.36,store
1032,462,DELIVERED,2025-10-23T23:13:07+00:00,GBP,3740.28,mobile
1033,178,DELIVERED,2025-12-04T18:13:07+00:00,GBP,3255.86,store
1034,442,DELIVERED,2025-05-19T17:13:07+00:00,GBP,1635.63,web
1035,423,PAID,2025-05-13T10:13:07+00:00,GBP,3738.96,web
1036,167,CANCELLED,2025-10-23T05:13:07+00:00,GBP,7592.43,web
1037,458,DELIVERED,2025-08-17T19:13:07+00:00,GBP,1995.9,mobile
1038,156,DELIVERED,2026-01-15T05:13:07+00:00,GBP,899.32,web
1039,424,PAID,2025-05-19T20:13:07+00:00,GBP,6537.17,mobile
1040,220,CANCELLED,2025-06-19T04:13:07+00:00,GBP,6517.04,mobile
1041,14,RETURNED,2025-10-20T21:13:07+00:00,GBP,1953.77,web
1042,43,DELIVERED,2025-12-27T23:13:07+00:00,GBP,9099.15,web
1043,351,DELIVERED,2026-02-26T04:13:07+00:00,GBP,98.84,store
1044,93,DELIVERED,2025-09-07T14:13:07+00:00,GBP,4238.13,web
1045,21,SHIPPED,2025-12-05T03:13:07+00:00,GBP,411.6,web
1046,102,SHIPPED,2025-08-29T07:13:07+00:00,GBP,4823.83,store
1047,228,PAID,2025-05-09T19:13:07+00:00,GBP,2552.91,store
1048,221,DELIVERED,2026-04-22T00:13:07+00:00,GBP,5164.06,web
1049,13,DELIVERED,2026-02-09T20:13:07+00:00,GBP,5399.25,web
1050,154,DELIVERED,2026-02-22T23:13:07+00:00,GBP,90.28,web
1051,58,SHIPPED,2025-08-07T01:13:07+00:00,GBP,6517.58,web
1052,199,DELIVERED,2025-07-23T02:13:07+00:00,GBP,544.99,store
1053,75,DELIVERED,2026-03-29T07:13:07+00:00,GBP,622.46,store
1054,386,DELIVERED,2025-10-03T02:13:07+00:00,GBP,2661.36,mobile
1055,400,SHIPPED,2025-10-12T22:13:07+00:00,GBP,5761.69,web
1056,222,DELIVERED,2025-06-29T22:13:07+00:00,GBP,4429.2,mobile
1057,262,DELIVERED,2025-08-26T10:13:07+00:00,GBP,3791.72,mobile
1058,465,SHIPPED,2025-12-31T04:13:07+00:00,GBP,3740.26,store
1059,97,DELIVERED,2025-06-23T18:13:07+00:00,GBP,5240.52,store
1060,426,DELIVERED,2025-11-11T17:13:07+00:00,GBP,1113.15,web
1061,495,RETURNED,2025-10-22T05:13:07+00:00,GBP,849.12,mobile
1062,476,CANCELLED,2025-08-22T08:13:07+00:00,GBP,4227.39,mobile
1063,161,SHIPPED,2026-03-02T18:13:07+00:00,GBP,2751.74,web
1064,474,SHIPPED,2025-05-16T09:13:07+00:00,GBP,5343.13,web
1065,284,DELIVERED,2025-07-07T12:13:07+00:00,GBP,929.2,web
1066,293,DELIVERED,2025-06-22T14:13:07+00:00,GBP,351.38,mobile
1067,114,DELIVERED,2025-12-30T08:13:07+00:00,GBP,1307.52,mobile
1068,223,DELIVERED,2025-07-10T03:13:07+00:00,GBP,6061.59,store
1069,385,DELIVERED,2025-10-20T22:13:07+00:00,GBP,3226.22,store
1070,199,SHIPPED,2025-09-18T03:13:07+00:00,GBP,3076.03,mobile
1071,107,DELIVERED,2026-01-11T12:13:07+00:00,GBP,783.21,store
1072,34,DELIVERED,2025-09-13T00:13:07+00:00,GBP,4178.88,mobile
1073,118,CANCELLED,2025-12-16T11:13:07+00:00,GBP,4189.64,web
1074,390,DELIVERED,2026-01-05T20:13:07+00:00,GBP,1052.6,web
1075,151,SHIPPED,2026-02-19T09:13:07+00:00,GBP,3362.12,web
1076,318,DELIVERED,2026-04-06T04:13:07+00:00,GBP,3442.7,mobile
1077,284,SHIPPED,2025-10-25T23:13:07+00:00,GBP,3250.07,mobile
1078,80,DELIVERED,2026-02-24T15:13:07+00:00,GBP,2428.37,web
1079,83,DELIVERED,2025-06-09T03:13:07+00:00,GBP,930.48,mobile
1080,236,DELIVERED,2025-08-05T07:13:07+00:00,GBP,4739.13,store
1081,440,DELIVERED,2025-08-20T18:13:07+00:00,GBP,1826.36,mobile
1082,196,DELIVERED,2025-10-22T13:13:07+00:00,GBP,2042.01,store
1083,405,DELIVERED,2026-02-20T02:13:07+00:00,GBP,4707.51,web
1084,238,RETURNED,2026-02-25T09:13:07+00:00,GBP,440.93,mobile
1085,466,DELIVERED,2025-10-17T02:13:07+00:00,GBP,472.53,store
1086,283,CANCELLED,2025-08-31T21:13:07+00:00,GBP,4949.58,web
1087,261,DELIVERED,2026-01-11T02:13:07+00:00,GBP,2206.24,store
1088,236,SHIPPED,2025-11-06T03:13:07+00:00,GBP,3534.31,store
1089,374,PAID,2025-07-17T06:13:07+00:00,GBP,1412.8,store
1090,326,PAID,2025-12-17T18:13:07+00:00,GBP,1230.8,web
1091,156,SHIPPED,2026-04-26T18:13:07+00:00,GBP,5695.96,mobile
1092,403,DELIVERED,2026-03-30T15:13:07+00:00,GBP,1137.41,mobile
1093,316,RETURNED,2025-10-24T07:13:07+00:00,GBP,3452.39,store
1094,399,DELIVERED,2025-12-28T15:13:07+00:00,GBP,4722.58,mobile
1095,55,SHIPPED,2026-02-16T05:13:07+00:00,GBP,1652.3,store
1096,205,SHIPPED,2025-09-30T04:13:07+00:00,GBP,363.74,mobile
1097,486,DELIVERED,2025-05-28T20:13:07+00:00,GBP,688.8,mobile
1098,79,RETURNED,2025-10-02T07:13:07+00:00,GBP,4068.88,mobile
1099,435,SHIPPED,2026-01-02T13:13:07+00:00,GBP,2830.0,web
1100,52,DELIVERED,2026-03-21T20:13:07+00:00,GBP,1171.88,web
1101,479,SHIPPED,2025-05-10T02:13:07+00:00,GBP,374.04,web
1102,69,DELIVERED,2025-12-04T11:13:07+00:00,GBP,2468.22,mobile
1103,56,SHIPPED,2025-12-17T04:13:07+00:00,GBP,5347.98,mobile
